"14:53:34.754","Q6717156","14:38:32","7","239-635-8174"
"14:57:12.853","P6634307","14:42:08","0","239-554-9953"
"14:58:44.946","O7357075","14:43:38","17","239-446-1993"
"14:59:40.816","D4538959","14:44:38","19","239-674-4238"
"15:00:07.427","B7650940","14:45:06","19","239-621-8189"
"15:00:51.565","I1991353","14:45:46","15","239-658-5316"
"15:04:01.997","Z7921786","14:48:58","11","239-515-1143"
"15:06:10.914","M7420642","14:50:59","14","239-498-6345"
"15:06:11.797","T8478486","14:51:10","0","239-613-4952"
"15:06:25.978","S6520650","14:51:19","20","239-598-8328"
"15:10:19.822","Z5970229","14:55:17","25","239-623-4518"
"15:16:17.269","Z7652271","15:01:12","3","239-574-6438"
"15:16:53.725","D8362912","15:01:46","0","239-615-7356"
"15:21:13.739","N1024148","15:06:11","10","239-594-4945"
"15:21:48.152","X5288148","15:06:35","0","239-664-6063"
"15:24:29.444","Z7921786","15:09:28","0","239-515-1143"
"15:24:42.514","O7357075","15:09:41","3","239-446-1993"
"15:29:20.677","I6664155","15:14:16","3","239-551-0530"
"15:31:00.593","Z5970229","15:15:55","0","239-623-4518"
"15:32:28.008","Q6260757","15:17:25","19","239-536-1540"
"15:34:01.746","P4699924","15:19:00","0","239-618-9426"
"15:34:46.356","J5545772","15:19:43","23","239-672-2794"
"15:37:02.452","U4383524","15:22:01","0","239-506-0957"
"15:37:35.548","X3135980","15:22:34","6","239-643-3953"
"15:40:59.303","G5870748","15:25:55","16","239-567-2103"
"15:47:21.038","K4549307","15:32:20","0","239-552-1882"
"15:47:47.357","J3683631","15:32:40","9","239-469-7942"
"15:49:36.616","M7420642","15:34:35","21","239-498-6345"
"15:50:21.269","D8362912","15:35:13","8","239-615-7356"
"15:57:00.21","R5494940","15:41:56","4","239-407-6679"
"16:01:32.421","I1991353","15:46:29","0","239-658-5316"
"16:02:30.405","W1650681","15:47:21","15","239-453-0660"
"16:03:16.486","X5288148","15:48:06","0","239-664-6063"
"16:04:04.785","Y3060491","15:49:03","0","239-462-5732"
"16:04:52.555","Q3412969","15:49:51","0","239-625-0695"
"16:05:40.246","F3190586","15:50:39","15","239-537-0121"
"16:07:34.116","B7650940","15:52:31","1","239-621-8189"
"16:11:19.499","J5545772","15:56:17","0","239-672-2794"
"16:11:26.093","K2392394","15:56:25","0","239-654-6901"
"16:19:03.778","W1650681","16:04:02","16","239-453-0660"
"16:19:12.878","D1982824","16:04:11","19","239-439-1776"
"16:21:10.268","Z7921786","16:06:02","8","239-515-1143"
"16:21:30.621","Z7652271","16:06:27","13","239-574-6438"
"16:23:38.095","X5288148","16:08:37","18","239-664-6063"
"16:27:26.169","X3853383","16:12:25","15","239-478-2258"
"16:28:13.558","N1024148","16:13:07","25","239-594-4945"
"16:30:20.561","Q3412969","16:15:19","15","239-625-0695"
"16:32:41.522","U6520419","16:17:39","7","239-437-1582"
"16:33:47.437","L4367763","16:18:42","1","239-423-4489"
"16:41:19.215","F3190586","16:26:18","15","239-537-0121"
"16:41:53.306","B7650940","16:26:52","16","239-621-8189"
"16:44:01.113","H7423385","16:28:59","6","239-587-9396"
"16:44:56.462","U4383524","16:29:54","16","239-506-0957"
"16:46:18.546","U3466270","16:31:14","17","239-647-8779"
"16:47:01.576","R5494940","16:31:58","15","239-407-6679"
"16:47:53.004","X5288148","16:32:45","5","239-664-6063"
"16:48:12.173","K5659987","16:33:11","16","239-441-3530"
"16:51:26.221","Z7652271","16:36:22","25","239-574-6438"
"16:54:50.168","J5545772","16:39:46","1","239-672-2794"
"17:12:27.731","O5018952","16:57:23","0","239-470-8350"
"17:12:53.47","L4367763","16:57:50","22","239-423-4489"
"17:16:20.373","O6801689","17:01:16","3","239-438-6078"
"17:17:17.866","O7600148","17:02:15","24","239-413-4264"
"17:20:14.611","I6664155","17:05:12","10","239-551-0530"
"17:23:04.674","X3135980","17:08:02","20","239-643-3953"
"17:24:59.877","Z7652271","17:09:51","22","239-574-6438"
"17:25:13.332","L1885539","17:10:09","7","239-574-1541"
"17:32:17.173","R5494940","17:17:03","5","239-407-6679"
"17:32:49.071","D4538959","17:17:48","0","239-674-4238"
"17:34:28.323","S1582524","17:19:26","3","239-529-6702"
"17:35:50.989","F3190586","17:20:49","24","239-537-0121"
"17:38:57.634","T7993031","17:23:54","21","239-465-0733"
"17:41:01.526","Z7652271","17:25:57","0","239-574-6438"
"17:42:07.04","L4367763","17:27:03","3","239-423-4489"
"17:46:52.138","M3404707","17:31:51","22","239-598-8979"
"17:49:49.498","U3466270","17:34:48","12","239-647-8779"
"17:51:38.893","F1817307","17:36:34","0","239-618-4337"
"18:09:34.799","B5047179","17:54:29","0","239-535-6597"
"18:10:15.009","K8997400","17:55:14","17","239-473-8498"
"18:21:49.772","Y3126041","18:06:47","15","239-470-4718"
"18:22:25.007","U3466270","18:07:18","3","239-647-8779"
"18:22:52.655","R7551262","18:07:50","0","239-540-0038"
"18:26:30.969","T8478486","18:11:29","12","239-613-4952"
"18:30:47.71","H3545106","18:15:46","23","239-414-4954"
"18:30:55.139","Z7652271","18:15:54","19","239-574-6438"
"18:31:14.844","H1063388","18:16:12","22","239-444-3511"
"18:40:36.995","C6208525","18:25:35","4","239-695-3955"
